user_id,username,display_name,follower_count,following_count
548539370,tw_48539370,Twitter 48539370,21,42
200559228,tw_00559228,Twitter 00559228,41,53
146867687,tw_46867687,Twitter 46867687,16,43
14824849,tw_14824849,Twitter 14824849,70,4
99211591,tw_99211591,Twitter 99211591,11,14
349413327,tw_49413327,Twitter 49413327,1,18
227785045,tw_27785045,Twitter 27785045,10,16
507672047,tw_07672047,Twitter 07672047,31,3
1045141,tw_1045141,Twitter 1045141,44,30
15655027,tw_15655027,Twitter 15655027,35,36
27760317,tw_27760317,Twitter 27760317,21,14
10632552,tw_10632552,Twitter 10632552,2,1
216366465,tw_16366465,Twitter 16366465,11,14
19358562,tw_19358562,Twitter 19358562,80,48
40628950,tw_40628950,Twitter 40628950,8,8
98166816,tw_98166816,Twitter 98166816,0,2
29405599,tw_29405599,Twitter 29405599,1,4
18186507,tw_18186507,Twitter 18186507,2,0
45333725,tw_45333725,Twitter 45333725,6,10
44851838,tw_44851838,Twitter 44851838,5,1
15913,tw_15913,Twitter 15913,76,3
163421579,tw_63421579,Twitter 63421579,1,1
33149448,tw_33149448,Twitter 33149448,1,3
437851930,tw_37851930,Twitter 37851930,15,40
36113543,tw_36113543,Twitter 36113543,23,46
246456451,tw_46456451,Twitter 46456451,1,5
17663756,tw_17663756,Twitter 17663756,21,13
74229529,tw_74229529,Twitter 74229529,0,5
44039298,tw_44039298,Twitter 44039298,24,16
51643837,tw_51643837,Twitter 51643837,27,20
20950208,tw_20950208,Twitter 20950208,28,29
30938926,tw_30938926,Twitter 30938926,6,45
103598216,tw_03598216,Twitter 03598216,76,64
794186,tw_794186,Twitter 794186,13,16
7543422,tw_7543422,Twitter 7543422,1,2
17768307,tw_17768307,Twitter 17768307,8,1
126099878,tw_26099878,Twitter 26099878,9,50
21742517,tw_21742517,Twitter 21742517,12,9
263907906,tw_63907906,Twitter 63907906,0,3
27168193,tw_27168193,Twitter 27168193,7,0
49391820,tw_49391820,Twitter 49391820,31,17
197090502,tw_97090502,Twitter 97090502,9,17
17261635,tw_17261635,Twitter 17261635,5,11
344776030,tw_44776030,Twitter 44776030,2,32
262706840,tw_62706840,Twitter 62706840,4,2
6089552,tw_6089552,Twitter 6089552,8,0
234993252,tw_34993252,Twitter 34993252,0,2
14372486,tw_14372486,Twitter 14372486,15,0
98691222,tw_98691222,Twitter 98691222,2,1
271168285,tw_71168285,Twitter 71168285,7,5
92306628,tw_92306628,Twitter 92306628,27,55
7453822,tw_7453822,Twitter 7453822,25,24
95260836,tw_95260836,Twitter 95260836,24,4
41692369,tw_41692369,Twitter 41692369,4,1
9503302,tw_9503302,Twitter 9503302,13,8
29886605,tw_29886605,Twitter 29886605,1,1
16894839,tw_16894839,Twitter 16894839,35,37
26929220,tw_26929220,Twitter 26929220,82,86
170167167,tw_70167167,Twitter 70167167,10,3
93017945,tw_93017945,Twitter 93017945,4,0
54319516,tw_54319516,Twitter 54319516,5,5
283306509,tw_83306509,Twitter 83306509,2,30
55631487,tw_55631487,Twitter 55631487,17,24
11341982,tw_11341982,Twitter 11341982,1,11
22107372,tw_22107372,Twitter 22107372,4,7
348611854,tw_48611854,Twitter 48611854,0,29
13496142,tw_13496142,Twitter 13496142,11,1
7079062,tw_7079062,Twitter 7079062,39,27
6350182,tw_6350182,Twitter 6350182,1,1
103509313,tw_03509313,Twitter 03509313,3,0
14118444,tw_14118444,Twitter 14118444,11,15
7305042,tw_7305042,Twitter 7305042,7,7
25066853,tw_25066853,Twitter 25066853,21,24
83417972,tw_83417972,Twitter 83417972,57,79
18125335,tw_18125335,Twitter 18125335,25,13
8706322,tw_8706322,Twitter 8706322,3,4
14410756,tw_14410756,Twitter 14410756,6,1
178928545,tw_78928545,Twitter 78928545,20,29
30782151,tw_30782151,Twitter 30782151,16,17
212606317,tw_12606317,Twitter 12606317,3,0
282447785,tw_82447785,Twitter 82447785,12,34
259074185,tw_59074185,Twitter 59074185,12,33
265077741,tw_65077741,Twitter 65077741,21,43
16909832,tw_16909832,Twitter 16909832,36,44
28019653,tw_28019653,Twitter 28019653,9,7
126139466,tw_26139466,Twitter 26139466,0,2
307206030,tw_07206030,Twitter 07206030,19,29
38718720,tw_38718720,Twitter 38718720,10,9
14085096,tw_14085096,Twitter 14085096,21,14
41013282,tw_41013282,Twitter 41013282,0,1
45862693,tw_45862693,Twitter 45862693,29,52
28474662,tw_28474662,Twitter 28474662,11,2
100581193,tw_00581193,Twitter 00581193,46,108
7040932,tw_7040932,Twitter 7040932,22,25
100382616,tw_00382616,Twitter 00382616,8,0
27866493,tw_27866493,Twitter 27866493,1,9
25904310,tw_25904310,Twitter 25904310,6,8
116757352,tw_16757352,Twitter 16757352,45,4
215787132,tw_15787132,Twitter 15787132,1,6
71956658,tw_71956658,Twitter 71956658,2,45
467658266,tw_67658266,Twitter 67658266,28,30
307642294,tw_07642294,Twitter 07642294,61,68
26553971,tw_26553971,Twitter 26553971,2,4
14303746,tw_14303746,Twitter 14303746,52,2
68379756,tw_68379756,Twitter 68379756,6,10
17803303,tw_17803303,Twitter 17803303,17,43
158419434,tw_58419434,Twitter 58419434,84,82
196327549,tw_96327549,Twitter 96327549,60,64
497434530,tw_97434530,Twitter 97434530,6,20
184637153,tw_84637153,Twitter 84637153,14,18
7801032,tw_7801032,Twitter 7801032,33,50
14110844,tw_14110844,Twitter 14110844,5,23
5634392,tw_5634392,Twitter 5634392,0,2
221636679,tw_21636679,Twitter 21636679,30,33
250340951,tw_50340951,Twitter 50340951,23,31
221010883,tw_21010883,Twitter 21010883,20,20
23057107,tw_23057107,Twitter 23057107,7,4
80130901,tw_80130901,Twitter 80130901,6,14
377220892,tw_77220892,Twitter 77220892,5,6
31067157,tw_31067157,Twitter 31067157,22,64
19697415,tw_19697415,Twitter 19697415,41,10
126124275,tw_26124275,Twitter 26124275,17,14
30034583,tw_30034583,Twitter 30034583,1,0
223990701,tw_23990701,Twitter 23990701,21,26
89479311,tw_89479311,Twitter 89479311,1,4
88263492,tw_88263492,Twitter 88263492,6,17
98976495,tw_98976495,Twitter 98976495,6,3
37883682,tw_37883682,Twitter 37883682,1,5
13406702,tw_13406702,Twitter 13406702,15,5
90067580,tw_90067580,Twitter 90067580,11,10
17870886,tw_17870886,Twitter 17870886,20,24
17047105,tw_17047105,Twitter 17047105,37,43
17530721,tw_17530721,Twitter 17530721,6,5
14219826,tw_14219826,Twitter 14219826,4,6
183008895,tw_83008895,Twitter 83008895,0,16
339373057,tw_39373057,Twitter 39373057,8,6
34441838,tw_34441838,Twitter 34441838,1,0
320987486,tw_20987486,Twitter 20987486,10,3
398986217,tw_98986217,Twitter 98986217,0,3
200215023,tw_00215023,Twitter 00215023,6,0
220068522,tw_20068522,Twitter 20068522,9,41
1117341,tw_1117341,Twitter 1117341,40,52
28889701,tw_28889701,Twitter 28889701,11,4
16900850,tw_16900850,Twitter 16900850,22,20
254839786,tw_54839786,Twitter 54839786,97,107
206923844,tw_06923844,Twitter 06923844,79,87
14505838,tw_14505838,Twitter 14505838,9,0
23161445,tw_23161445,Twitter 23161445,15,15
22924257,tw_22924257,Twitter 22924257,2,7
461410856,tw_61410856,Twitter 61410856,74,100
52361963,tw_52361963,Twitter 52361963,24,29
94621855,tw_94621855,Twitter 94621855,19,21
15693493,tw_15693493,Twitter 15693493,14,15
6745742,tw_6745742,Twitter 6745742,26,27
164422299,tw_64422299,Twitter 64422299,16,29
9917552,tw_9917552,Twitter 9917552,94,73
465638609,tw_65638609,Twitter 65638609,1,1
34455805,tw_34455805,Twitter 34455805,3,6
56860418,tw_56860418,Twitter 56860418,82,87
231770594,tw_31770594,Twitter 31770594,4,10
357870397,tw_57870397,Twitter 57870397,3,24
20477352,tw_20477352,Twitter 20477352,33,29
160237722,tw_60237722,Twitter 60237722,45,57
19965811,tw_19965811,Twitter 19965811,22,34
221988282,tw_21988282,Twitter 21988282,2,3
417622555,tw_17622555,Twitter 17622555,20,7
83250127,tw_83250127,Twitter 83250127,16,26
35611780,tw_35611780,Twitter 35611780,2,3
283711673,tw_83711673,Twitter 83711673,8,0
57828817,tw_57828817,Twitter 57828817,13,7
309325161,tw_09325161,Twitter 09325161,54,53
15122553,tw_15122553,Twitter 15122553,3,3
108507561,tw_08507561,Twitter 08507561,1,12
202643638,tw_02643638,Twitter 02643638,0,4
20271494,tw_20271494,Twitter 20271494,15,7
19221664,tw_19221664,Twitter 19221664,7,9
58598187,tw_58598187,Twitter 58598187,1,0
34046481,tw_34046481,Twitter 34046481,7,4
266915191,tw_66915191,Twitter 66915191,1,15
22421051,tw_22421051,Twitter 22421051,14,7
40623024,tw_40623024,Twitter 40623024,20,49
16895295,tw_16895295,Twitter 16895295,14,0
20273398,tw_20273398,Twitter 20273398,53,91
14631614,tw_14631614,Twitter 14631614,2,7
227838448,tw_27838448,Twitter 27838448,8,24
70492333,tw_70492333,Twitter 70492333,47,29
73206956,tw_73206956,Twitter 73206956,28,7
133055665,tw_33055665,Twitter 33055665,93,13
49666201,tw_49666201,Twitter 49666201,3,3
19289396,tw_19289396,Twitter 19289396,14,20
334482880,tw_34482880,Twitter 34482880,1,2
55389527,tw_55389527,Twitter 55389527,0,7
284304021,tw_84304021,Twitter 84304021,12,12
381315857,tw_81315857,Twitter 81315857,3,1
240421228,tw_40421228,Twitter 40421228,1,0
75814130,tw_75814130,Twitter 75814130,11,27
288383423,tw_88383423,Twitter 88383423,5,4
237845487,tw_37845487,Twitter 37845487,15,1
2916671,tw_2916671,Twitter 2916671,10,11
20055740,tw_20055740,Twitter 20055740,18,3
292598082,tw_92598082,Twitter 92598082,28,36
337131276,tw_37131276,Twitter 37131276,31,17
76572873,tw_76572873,Twitter 76572873,6,1
46202236,tw_46202236,Twitter 46202236,3,18
434725454,tw_34725454,Twitter 34725454,7,10
428186223,tw_28186223,Twitter 28186223,0,22
14622632,tw_14622632,Twitter 14622632,30,18
20068314,tw_20068314,Twitter 20068314,3,12
15485441,tw_15485441,Twitter 15485441,45,27
11259362,tw_11259362,Twitter 11259362,16,28
25421094,tw_25421094,Twitter 25421094,7,5
20863936,tw_20863936,Twitter 20863936,46,18
19681661,tw_19681661,Twitter 19681661,14,19
117998529,tw_17998529,Twitter 17998529,4,20
109740608,tw_09740608,Twitter 09740608,8,52
8409452,tw_8409452,Twitter 8409452,0,2
12513472,tw_12513472,Twitter 12513472,6,5
72841362,tw_72841362,Twitter 72841362,16,8
132179558,tw_32179558,Twitter 32179558,7,8
41048052,tw_41048052,Twitter 41048052,4,11
20108560,tw_20108560,Twitter 20108560,14,27
167505584,tw_67505584,Twitter 67505584,4,5
262340283,tw_62340283,Twitter 62340283,72,59
60725654,tw_60725654,Twitter 60725654,11,4
41147062,tw_41147062,Twitter 41147062,13,22
79811836,tw_79811836,Twitter 79811836,0,2
39095750,tw_39095750,Twitter 39095750,8,10
34507480,tw_34507480,Twitter 34507480,37,17
8187632,tw_8187632,Twitter 8187632,0,1
24044209,tw_24044209,Twitter 24044209,4,3
35423350,tw_35423350,Twitter 35423350,1,2
16133363,tw_16133363,Twitter 16133363,14,24
36629388,tw_36629388,Twitter 36629388,47,41
19028615,tw_19028615,Twitter 19028615,57,21
161788974,tw_61788974,Twitter 61788974,12,17
50600062,tw_50600062,Twitter 50600062,3,15
216288753,tw_16288753,Twitter 16288753,0,3
7095992,tw_7095992,Twitter 7095992,0,14
87517641,tw_87517641,Twitter 87517641,2,2
103909707,tw_03909707,Twitter 03909707,6,32
30258963,tw_30258963,Twitter 30258963,14,7
200884513,tw_00884513,Twitter 00884513,5,4
69248730,tw_69248730,Twitter 69248730,16,40
9566042,tw_9566042,Twitter 9566042,2,3
203827751,tw_03827751,Twitter 03827751,16,18
21436960,tw_21436960,Twitter 21436960,81,74
40968863,tw_40968863,Twitter 40968863,10,18
28144741,tw_28144741,Twitter 28144741,5,4
295345685,tw_95345685,Twitter 95345685,12,6
251261925,tw_51261925,Twitter 51261925,44,44
163274846,tw_63274846,Twitter 63274846,3,6
3359851,tw_3359851,Twitter 3359851,129,197
18666844,tw_18666844,Twitter 18666844,19,24
271219664,tw_71219664,Twitter 71219664,1,0
265208700,tw_65208700,Twitter 65208700,10,16
465973,tw_465973,Twitter 465973,27,1
325106566,tw_25106566,Twitter 25106566,54,58
252882791,tw_52882791,Twitter 52882791,5,1
21741551,tw_21741551,Twitter 21741551,7,1
17193794,tw_17193794,Twitter 17193794,6,10
6945012,tw_6945012,Twitter 6945012,8,9
50304619,tw_50304619,Twitter 50304619,2,8
116379446,tw_16379446,Twitter 16379446,6,15
231238695,tw_31238695,Twitter 31238695,28,44
15460081,tw_15460081,Twitter 15460081,53,7
99066209,tw_99066209,Twitter 99066209,10,10
93329426,tw_93329426,Twitter 93329426,11,8
14129299,tw_14129299,Twitter 14129299,22,50
104070525,tw_04070525,Twitter 04070525,29,30
25170188,tw_25170188,Twitter 25170188,40,27
17069288,tw_17069288,Twitter 17069288,8,7
28440032,tw_28440032,Twitter 28440032,5,7
21410687,tw_21410687,Twitter 21410687,8,13
46059563,tw_46059563,Twitter 46059563,2,2
17951702,tw_17951702,Twitter 17951702,22,27
380754781,tw_80754781,Twitter 80754781,3,4
72680406,tw_72680406,Twitter 72680406,16,15
34805698,tw_34805698,Twitter 34805698,5,4
189691043,tw_89691043,Twitter 89691043,17,14
100174502,tw_00174502,Twitter 00174502,6,0
21627660,tw_21627660,Twitter 21627660,26,23
99851285,tw_99851285,Twitter 99851285,5,4
116807493,tw_16807493,Twitter 16807493,18,18
2705,tw_2705,Twitter 2705,9,6
3107971,tw_3107971,Twitter 3107971,3,4
147946019,tw_47946019,Twitter 47946019,13,17
15519544,tw_15519544,Twitter 15519544,14,19
48459607,tw_48459607,Twitter 48459607,38,17
155969606,tw_55969606,Twitter 55969606,23,17
37502868,tw_37502868,Twitter 37502868,9,0
195475105,tw_95475105,Twitter 95475105,91,76
195200389,tw_95200389,Twitter 95200389,8,18
21681252,tw_21681252,Twitter 21681252,27,20
342221618,tw_42221618,Twitter 42221618,1,1
18498684,tw_18498684,Twitter 18498684,40,0
28384755,tw_28384755,Twitter 28384755,23,47
500286750,tw_00286750,Twitter 00286750,0,1
153226312,tw_53226312,Twitter 53226312,80,118
140799778,tw_40799778,Twitter 40799778,5,0
304679484,tw_04679484,Twitter 04679484,21,1
138549366,tw_38549366,Twitter 38549366,14,9
18109441,tw_18109441,Twitter 18109441,15,22
114895627,tw_14895627,Twitter 14895627,5,12
98567547,tw_98567547,Twitter 98567547,12,16
50453498,tw_50453498,Twitter 50453498,2,5
12044602,tw_12044602,Twitter 12044602,7,7
8623332,tw_8623332,Twitter 8623332,29,3
384761809,tw_84761809,Twitter 84761809,13,27
95222877,tw_95222877,Twitter 95222877,4,7
16786977,tw_16786977,Twitter 16786977,37,0
105766934,tw_05766934,Twitter 05766934,3,3
352226153,tw_52226153,Twitter 52226153,42,49
140533066,tw_40533066,Twitter 40533066,23,28
20661527,tw_20661527,Twitter 20661527,37,42
67818595,tw_67818595,Twitter 67818595,39,56
21076522,tw_21076522,Twitter 21076522,12,23
15934926,tw_15934926,Twitter 15934926,90,94
248784372,tw_48784372,Twitter 48784372,3,0
6581292,tw_6581292,Twitter 6581292,45,16
6408382,tw_6408382,Twitter 6408382,25,7
15234407,tw_15234407,Twitter 15234407,68,13
24190981,tw_24190981,Twitter 24190981,97,106
391843441,tw_91843441,Twitter 91843441,0,6
30971165,tw_30971165,Twitter 30971165,14,33
1385211,tw_1385211,Twitter 1385211,31,39
5623612,tw_5623612,Twitter 5623612,33,62
16143542,tw_16143542,Twitter 16143542,25,19
149680650,tw_49680650,Twitter 49680650,40,31
89503894,tw_89503894,Twitter 89503894,15,10
93905958,tw_93905958,Twitter 93905958,25,21
83027605,tw_83027605,Twitter 83027605,2,5
10009292,tw_10009292,Twitter 10009292,4,4
14424667,tw_14424667,Twitter 14424667,20,41
148081553,tw_48081553,Twitter 48081553,19,16
44084633,tw_44084633,Twitter 44084633,18,25
18742444,tw_18742444,Twitter 18742444,62,7
107017176,tw_07017176,Twitter 07017176,17,7
244154650,tw_44154650,Twitter 44154650,9,9
14180231,tw_14180231,Twitter 14180231,51,51
205195655,tw_05195655,Twitter 05195655,16,34
75370828,tw_75370828,Twitter 75370828,13,10
55033682,tw_55033682,Twitter 55033682,26,1
14681605,tw_14681605,Twitter 14681605,50,5
19923638,tw_19923638,Twitter 19923638,128,89
13058232,tw_13058232,Twitter 13058232,19,8
211670208,tw_11670208,Twitter 11670208,30,38
116036694,tw_16036694,Twitter 16036694,96,66
29911100,tw_29911100,Twitter 29911100,36,35
43611927,tw_43611927,Twitter 43611927,3,7
9726632,tw_9726632,Twitter 9726632,16,48
316797838,tw_16797838,Twitter 16797838,14,12
59232814,tw_59232814,Twitter 59232814,3,4
248883350,tw_48883350,Twitter 48883350,55,67
323292633,tw_23292633,Twitter 23292633,18,50
43626328,tw_43626328,Twitter 43626328,27,21
291670881,tw_91670881,Twitter 91670881,6,16
1270191,tw_1270191,Twitter 1270191,4,8
110658910,tw_10658910,Twitter 10658910,4,1
23742474,tw_23742474,Twitter 23742474,4,5
27077521,tw_27077521,Twitter 27077521,33,10
19311729,tw_19311729,Twitter 19311729,12,13
20106852,tw_20106852,Twitter 20106852,31,12
309782398,tw_09782398,Twitter 09782398,1,6
21581503,tw_21581503,Twitter 21581503,39,41
15431856,tw_15431856,Twitter 15431856,32,14
30690708,tw_30690708,Twitter 30690708,3,7
17809581,tw_17809581,Twitter 17809581,15,30
51162310,tw_51162310,Twitter 51162310,14,24
27907782,tw_27907782,Twitter 27907782,48,10
14735742,tw_14735742,Twitter 14735742,10,22
12447212,tw_12447212,Twitter 12447212,1,3
64508047,tw_64508047,Twitter 64508047,9,5
404376053,tw_04376053,Twitter 04376053,45,2
230505689,tw_30505689,Twitter 30505689,7,4
338844588,tw_38844588,Twitter 38844588,1,2
10886182,tw_10886182,Twitter 10886182,2,7
266464616,tw_66464616,Twitter 66464616,28,16
22544911,tw_22544911,Twitter 22544911,4,3
134672920,tw_34672920,Twitter 34672920,26,42
15719227,tw_15719227,Twitter 15719227,7,5
18177126,tw_18177126,Twitter 18177126,5,23
54228724,tw_54228724,Twitter 54228724,33,7
802970,tw_802970,Twitter 802970,1,0
180505807,tw_80505807,Twitter 80505807,20,0
14862942,tw_14862942,Twitter 14862942,5,2
20060293,tw_20060293,Twitter 20060293,16,19
80225921,tw_80225921,Twitter 80225921,9,12
355044643,tw_55044643,Twitter 55044643,1,13
26683141,tw_26683141,Twitter 26683141,44,14
15857157,tw_15857157,Twitter 15857157,34,31
111215825,tw_11215825,Twitter 11215825,6,2
451493376,tw_51493376,Twitter 51493376,3,4
184937804,tw_84937804,Twitter 84937804,13,26
164016382,tw_64016382,Twitter 64016382,1,1
185104360,tw_85104360,Twitter 85104360,12,13
28359405,tw_28359405,Twitter 28359405,14,5
50557241,tw_50557241,Twitter 50557241,15,28
326620473,tw_26620473,Twitter 26620473,16,11
21576334,tw_21576334,Twitter 21576334,31,46
2883841,tw_2883841,Twitter 2883841,6,3
7384432,tw_7384432,Twitter 7384432,5,13
151624003,tw_51624003,Twitter 51624003,0,1
28076276,tw_28076276,Twitter 28076276,1,5
85891683,tw_85891683,Twitter 85891683,6,2
128260873,tw_28260873,Twitter 28260873,20,14
14466383,tw_14466383,Twitter 14466383,4,16
20943534,tw_20943534,Twitter 20943534,11,36
209805326,tw_09805326,Twitter 09805326,10,21
264991283,tw_64991283,Twitter 64991283,3,0
85794542,tw_85794542,Twitter 85794542,16,10
395395198,tw_95395198,Twitter 95395198,2,6
16747981,tw_16747981,Twitter 16747981,5,1
17780580,tw_17780580,Twitter 17780580,7,18
16216637,tw_16216637,Twitter 16216637,7,22
42292005,tw_42292005,Twitter 42292005,4,3
5659662,tw_5659662,Twitter 5659662,9,14
19705747,tw_19705747,Twitter 19705747,47,5
16186995,tw_16186995,Twitter 16186995,13,0
181288376,tw_81288376,Twitter 81288376,17,26
6100262,tw_6100262,Twitter 6100262,10,10
14803701,tw_14803701,Twitter 14803701,33,21
73738774,tw_73738774,Twitter 73738774,11,10
5402612,tw_5402612,Twitter 5402612,10,0
43166813,tw_43166813,Twitter 43166813,14,2
131537442,tw_31537442,Twitter 31537442,29,44
4893411,tw_4893411,Twitter 4893411,16,25
1159201,tw_1159201,Twitter 1159201,1,1
14290689,tw_14290689,Twitter 14290689,20,39
64643056,tw_64643056,Twitter 64643056,6,2
465838507,tw_65838507,Twitter 65838507,7,25
19653925,tw_19653925,Twitter 19653925,26,69
43640117,tw_43640117,Twitter 43640117,9,14
19772827,tw_19772827,Twitter 19772827,14,2
14936377,tw_14936377,Twitter 14936377,45,20
24578634,tw_24578634,Twitter 24578634,16,17
36519250,tw_36519250,Twitter 36519250,6,7
27641634,tw_27641634,Twitter 27641634,17,38
25592034,tw_25592034,Twitter 25592034,4,0
232294292,tw_32294292,Twitter 32294292,4,30
496262970,tw_96262970,Twitter 96262970,4,3
268479669,tw_68479669,Twitter 68479669,20,17
14876672,tw_14876672,Twitter 14876672,4,3
213173218,tw_13173218,Twitter 13173218,3,2
192963833,tw_92963833,Twitter 92963833,8,0
122460120,tw_22460120,Twitter 22460120,1,6
6076432,tw_6076432,Twitter 6076432,19,16
33612973,tw_33612973,Twitter 33612973,19,10
35148062,tw_35148062,Twitter 35148062,10,17
163629705,tw_63629705,Twitter 63629705,1,7
485558954,tw_85558954,Twitter 85558954,0,6
33806113,tw_33806113,Twitter 33806113,3,4
8295072,tw_8295072,Twitter 8295072,58,1
756278,tw_756278,Twitter 756278,37,18
94918917,tw_94918917,Twitter 94918917,6,5
20831583,tw_20831583,Twitter 20831583,3,7
17743,tw_17743,Twitter 17743,10,9
18738619,tw_18738619,Twitter 18738619,27,21
23839835,tw_23839835,Twitter 23839835,12,15
18511475,tw_18511475,Twitter 18511475,5,3
18041284,tw_18041284,Twitter 18041284,7,4
8622212,tw_8622212,Twitter 8622212,1,3
18368962,tw_18368962,Twitter 18368962,0,1
237676010,tw_37676010,Twitter 37676010,17,0
469024995,tw_69024995,Twitter 69024995,12,16
36711411,tw_36711411,Twitter 36711411,2,2
21522660,tw_21522660,Twitter 21522660,2,3
6095832,tw_6095832,Twitter 6095832,5,19
33998183,tw_33998183,Twitter 33998183,20,8
33915492,tw_33915492,Twitter 33915492,4,3
22556717,tw_22556717,Twitter 22556717,9,8
16891273,tw_16891273,Twitter 16891273,0,1
41183891,tw_41183891,Twitter 41183891,22,10
20464600,tw_20464600,Twitter 20464600,34,55
148519842,tw_48519842,Twitter 48519842,20,19
16151999,tw_16151999,Twitter 16151999,2,1
32138488,tw_32138488,Twitter 32138488,8,22
144723989,tw_44723989,Twitter 44723989,24,8
225235528,tw_25235528,Twitter 25235528,10,6
37046756,tw_37046756,Twitter 37046756,59,29
15150609,tw_15150609,Twitter 15150609,38,11
19927012,tw_19927012,Twitter 19927012,9,10
79051374,tw_79051374,Twitter 79051374,10,15
76966145,tw_76966145,Twitter 76966145,4,0
91105535,tw_91105535,Twitter 91105535,16,18
10671602,tw_10671602,Twitter 10671602,58,23
86613184,tw_86613184,Twitter 86613184,11,9
991221,tw_991221,Twitter 991221,68,63
127569781,tw_27569781,Twitter 27569781,21,63
192969516,tw_92969516,Twitter 92969516,11,24
130340054,tw_30340054,Twitter 30340054,9,8
60607157,tw_60607157,Twitter 60607157,3,1
87541152,tw_87541152,Twitter 87541152,6,21
95943913,tw_95943913,Twitter 95943913,10,10
18927441,tw_18927441,Twitter 18927441,72,13
32032000,tw_32032000,Twitter 32032000,44,62
1478471,tw_1478471,Twitter 1478471,15,27
115976325,tw_15976325,Twitter 15976325,5,10
18194898,tw_18194898,Twitter 18194898,17,19
277375017,tw_77375017,Twitter 77375017,7,14
314340918,tw_14340918,Twitter 14340918,3,3
16425197,tw_16425197,Twitter 16425197,6,6
54288013,tw_54288013,Twitter 54288013,7,33
342279134,tw_42279134,Twitter 42279134,11,8
373018050,tw_73018050,Twitter 73018050,25,22
16824090,tw_16824090,Twitter 16824090,13,4
138725262,tw_38725262,Twitter 38725262,24,24
1002351,tw_1002351,Twitter 1002351,17,24
21891535,tw_21891535,Twitter 21891535,1,2
33473521,tw_33473521,Twitter 33473521,9,3
16265412,tw_16265412,Twitter 16265412,19,14
322786017,tw_22786017,Twitter 22786017,6,2
42047882,tw_42047882,Twitter 42047882,20,17
258203336,tw_58203336,Twitter 58203336,39,37
59588845,tw_59588845,Twitter 59588845,7,28
15154767,tw_15154767,Twitter 15154767,8,14
16420518,tw_16420518,Twitter 16420518,6,11
243227325,tw_43227325,Twitter 43227325,15,25
5450132,tw_5450132,Twitter 5450132,3,2
195409031,tw_95409031,Twitter 95409031,11,10
210639349,tw_10639349,Twitter 10639349,15,15
56359115,tw_56359115,Twitter 56359115,10,28
58836363,tw_58836363,Twitter 58836363,17,10
1118161,tw_1118161,Twitter 1118161,15,32
330669583,tw_30669583,Twitter 30669583,6,16
26800967,tw_26800967,Twitter 26800967,38,36
40100707,tw_40100707,Twitter 40100707,5,15
294752666,tw_94752666,Twitter 94752666,21,47
15439395,tw_15439395,Twitter 15439395,71,12
108247668,tw_08247668,Twitter 08247668,29,4
24447643,tw_24447643,Twitter 24447643,30,11
19521118,tw_19521118,Twitter 19521118,12,11
342770193,tw_42770193,Twitter 42770193,13,3
250988604,tw_50988604,Twitter 50988604,5,1
1049111,tw_1049111,Twitter 1049111,21,31
522817585,tw_22817585,Twitter 22817585,7,16
548679814,tw_48679814,Twitter 48679814,5,8
407397848,tw_07397848,Twitter 07397848,2,1
378659319,tw_78659319,Twitter 78659319,1,2
34068984,tw_34068984,Twitter 34068984,19,4
437806648,tw_37806648,Twitter 37806648,0,9
88617158,tw_88617158,Twitter 88617158,14,5
